sku;descripcion;descripcion2;long_desc;img_ambiente;img;Cod_producto;Patas regulables (sí/no);Para uso interior (sí/no);Densidad de la espuma del respaldo;Plegable (sí/no);Acabado de las patas;Material de las patas;Reclinable (sí/no);Material del relleno del asiento;Número de plazas;País de origen;Para uso bajo cubierto (sí/no);Para uso exterior (sí/no);Materiales;Asiento acolchado (sí/no);Construcción de la estructura;Acabado principal;Tipo y especificación del tejido;Composición del tejido;Material del relleno;Densidad de la espuma;Forma del producto;Material principal;Color principal;Temporada;Año de publicación;Fabricado con materiales reciclados (sí/no);Fabricado con materiales naturales (sí/no);Colores;Temporada de compra;Tipo de silla;Color de la pata;Tapizado (sí/no);Color del tapizado;Tapizado abotonado (sí/no);Material principal de las patas;Tipo de tapizado del respaldo;Material principal del reposabrazos;Estilo principal;Tipo de base/pata;Estancias;Porcentaje de materiales reciclados;Porcentaje de materiales naturales;Resistencia a la formación de bolitas;Solidez del color a la luz;Código de muestra de color
PR.200808A_TR17_DE67;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_DE67/PR.200808A_TR17_DE67·3A.jpg;PR.200808A_TR17_DE67;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_FLO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_FLO/PR.200808A_TR17_FLO·3A.jpg;PR.200808A_TR17_FLO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_GUA;PR.FUNKY Prom sofá + Funda Regalo Funky135a Trisca Viole;alo Funky135a Trisca Viole;PR.FUNKY Prom sofá + Funda Regalo Funky135a Trisca Viole;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_GUA/PR.200808A_TR17_GUA·3A.jpg;PR.200808A_TR17_GUA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_JA01;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_JA01/PR.200808A_TR17_JA01·3A.jpg;PR.200808A_TR17_JA01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_JA10;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_JA10/PR.200808A_TR17_JA10·3A.jpg;PR.200808A_TR17_JA10;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_MUL;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_MUL/PR.200808A_TR17_MUL·3A.jpg;PR.200808A_TR17_MUL;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_ROJ;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_ROJ/PR.200808A_TR17_ROJ·3A.jpg;PR.200808A_TR17_ROJ;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_SAV;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_SAV/PR.200808A_TR17_SAV·3A.jpg;PR.200808A_TR17_SAV;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_SWA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_SWA/PR.200808A_TR17_SWA·3A.jpg;PR.200808A_TR17_SWA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_TR17;PR.FUNKY Prom sofá + Funda Regalo Funky135a Trisca Viole;alo Funky135a Trisca Viole;PR.FUNKY Prom sofá + Funda Regalo Funky135a Trisca Viole;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_TR17/PR.200808A_TR17_TR17·3A.jpg;PR.200808A_TR17_TR17;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_TR17_VINO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;alo Funky135 A Trisca Viol;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Trisca Viol;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_TR17_VINO/PR.200808A_TR17_VINO·3A.jpg;PR.200808A_TR17_VINO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_BLA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_BLA/PR.200808A_VINO_BLA·3A.jpg;PR.200808A_VINO_BLA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_CAM;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_CAM/PR.200808A_VINO_CAM·3A.jpg;PR.200808A_VINO_CAM;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_CRUD;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_CRUD/PR.200808A_VINO_CRUD·3A.jpg;PR.200808A_VINO_CRUD;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_DE66;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino-;alo Funky135 A Pan. Vino-;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino-;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_DE66/PR.200808A_VINO_DE66·3A.jpg;PR.200808A_VINO_DE66;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_FLO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_FLO/PR.200808A_VINO_FLO·3A.jpg;PR.200808A_VINO_FLO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_IRU;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_IRU/PR.200808A_VINO_IRU·3A.jpg;PR.200808A_VINO_IRU;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_JA01;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_JA01/PR.200808A_VINO_JA01·3A.jpg;PR.200808A_VINO_JA01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_JA10;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_JA10/PR.200808A_VINO_JA10·3A.jpg;PR.200808A_VINO_JA10;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_JA13;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_JA13/PR.200808A_VINO_JA13·3A.jpg;PR.200808A_VINO_JA13;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_MUL;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_MUL/PR.200808A_VINO_MUL·3A.jpg;PR.200808A_VINO_MUL;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_NAR;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_NAR/PR.200808A_VINO_NAR·3A.jpg;PR.200808A_VINO_NAR;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_SWA;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_SWA/PR.200808A_VINO_SWA·3A.jpg;PR.200808A_VINO_SWA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200808A_VINO_VINO;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;alo Funky135 A Pan. Vino -;PR.FUNKY Prom sofá + Funda Regalo Funky135 A Pan. Vino -;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200808A_VINO_VINO/PR.200808A_VINO_VINO·3A.jpg;PR.200808A_VINO_VINO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_ACE;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Ace;alo Jolly140 A Acero - Ace;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Ace;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_ACE/PR.200908A_ACE_ACE·3A.jpg;PR.200908A_ACE_ACE;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_CRUD;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Cru;alo Jolly140 A Acero - Cru;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Cru;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_CRUD/PR.200908A_ACE_CRUD·3A.jpg;PR.200908A_ACE_CRUD;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_CUA;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Fan;alo Jolly140 A Acero - Fan;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Fan;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_CUA/PR.200908A_ACE_CUA·3A.jpg;PR.200908A_ACE_CUA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_DE66;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Den;alo Jolly140 A Acero - Den;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Den;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_DE66/PR.200908A_ACE_DE66·3A.jpg;PR.200908A_ACE_DE66;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_DE67;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Den;alo Jolly140 A Acero - Den;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Den;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_DE67/PR.200908A_ACE_DE67·3A.jpg;PR.200908A_ACE_DE67;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_GRS;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Pan;alo Jolly140 A Acero - Pan;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Pan;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_GRS/PR.200908A_ACE_GRS·3A.jpg;PR.200908A_ACE_GRS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_JA01;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Jar;alo Jolly140 A Acero - Jar;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Jar;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_JA01/PR.200908A_ACE_JA01·3A.jpg;PR.200908A_ACE_JA01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_JA10;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Jar;alo Jolly140 A Acero - Jar;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Jar;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_JA10/PR.200908A_ACE_JA10·3A.jpg;PR.200908A_ACE_JA10;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_NAR;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Pan;alo Jolly140 A Acero - Pan;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Pan;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_NAR/PR.200908A_ACE_NAR·3A.jpg;PR.200908A_ACE_NAR;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_NU01;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Nud;alo Jolly140 A Acero - Nud;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Nud;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_NU01/PR.200908A_ACE_NU01·3A.jpg;PR.200908A_ACE_NU01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_ACE_PA25;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Azu;alo Jolly140 A Acero - Azu;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Acero - Azu;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_ACE_PA25/PR.200908A_ACE_PA25·3A.jpg;PR.200908A_ACE_PA25;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_CRUD;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. blanco;alo Jolly140 A Pan. blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_CRUD/PR.200908A_BLA_CRUD·3A.jpg;PR.200908A_BLA_CRUD;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_DE66;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco-;alo Jolly140 A Pan.blanco-;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco-;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_DE66/PR.200908A_BLA_DE66·3A.jpg;PR.200908A_BLA_DE66;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_DE67;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;alo Jolly140 A Pan.blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_DE67/PR.200908A_BLA_DE67·3A.jpg;PR.200908A_BLA_DE67;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_GRS;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;alo Jolly140 A Pan.blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_GRS/PR.200908A_BLA_GRS·3A.jpg;PR.200908A_BLA_GRS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_J01.;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;alo Jolly140 A Pan.blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_J01./PR.200908A_BLA_J01.·3A.jpg;PR.200908A_BLA_J01.;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_JA01;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;alo Jolly140 A Pan.blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_JA01/PR.200908A_BLA_JA01·3A.jpg;PR.200908A_BLA_JA01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_JA13;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan blanco;alo Jolly140 A Pan blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_JA13/PR.200908A_BLA_JA13·3A.jpg;PR.200908A_BLA_JA13;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_NIC;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;alo Jolly140 A Pan.blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_NIC/PR.200908A_BLA_NIC·3A.jpg;PR.200908A_BLA_NIC;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_ROJ;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. blanco;alo Jolly140 A Pan. blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_ROJ/PR.200908A_BLA_ROJ·3A.jpg;PR.200908A_BLA_ROJ;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_SAV;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. blanco;alo Jolly140 A Pan. blanco;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. blanco;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_SAV/PR.200908A_BLA_SAV·3A.jpg;PR.200908A_BLA_SAV;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_BLA_TR17;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco-;alo Jolly140 A Pan.blanco-;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan.blanco-;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_BLA_TR17/PR.200908A_BLA_TR17·3A.jpg;PR.200908A_BLA_TR17;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CRUD_BLA;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;alo Jolly140 A Pan. Crudo;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CRUD_BLA/PR.200908A_CRUD_BLA·3A.jpg;PR.200908A_CRUD_BLA;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CRUD_CRUD;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;alo Jolly140 A Pan. Crudo;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CRUD_CRUD/PR.200908A_CRUD_CRUD·3A.jpg;PR.200908A_CRUD_CRUD;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CRUD_FLO;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;alo Jolly140 A Pan. Crudo;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CRUD_FLO/PR.200908A_CRUD_FLO·3A.jpg;PR.200908A_CRUD_FLO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CRUD_NU01;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;alo Jolly140 A Pan. Crudo;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CRUD_NU01/PR.200908A_CRUD_NU01·3A.jpg;PR.200908A_CRUD_NU01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CRUD_PIS;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo-;alo Jolly140 A Pan. Crudo-;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo-;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CRUD_PIS/PR.200908A_CRUD_PIS·3A.jpg;PR.200908A_CRUD_PIS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CRUD_ROJ;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;alo Jolly140 A Pan. Crudo;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CRUD_ROJ/PR.200908A_CRUD_ROJ·3A.jpg;PR.200908A_CRUD_ROJ;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CRUD_SAV;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;alo Jolly140 A Pan. Crudo;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Pan. Crudo;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CRUD_SAV/PR.200908A_CRUD_SAV·3A.jpg;PR.200908A_CRUD_SAV;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CUA_CRUD;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Fant.cuadra;alo Jolly140 A Fant.cuadra;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Fant.cuadra;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CUA_CRUD/PR.200908A_CUA_CRUD·3A.jpg;PR.200908A_CUA_CRUD;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CUA_FLO;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Fant.cuadra;alo Jolly140 A Fant.cuadra;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Fant.cuadra;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CUA_FLO/PR.200908A_CUA_FLO·3A.jpg;PR.200908A_CUA_FLO;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CUA_GRS;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Fant.cuadra;alo Jolly140 A Fant.cuadra;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Fant.cuadra;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CUA_GRS/PR.200908A_CUA_GRS·3A.jpg;PR.200908A_CUA_GRS;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR.200908A_CUA_JA01;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Fant.cuadra;alo Jolly140 A Fant.cuadra;PR.JOLLY Prom sofá + Funda Regalo Jolly140 A Fant.cuadra;;http://intranet.juliagrup.com/GestionDocumental/Documents/PR.200908A_CUA_JA01/PR.200908A_CUA_JA01·3A.jpg;PR.200908A_CUA_JA01;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
